Date,Open,High,Low,Close,Adj Close,Volume
2015-08-24,127.550003,133.970001,125.500000,129.570007,129.570007,13820800
2015-08-25,134.479996,134.550003,127.459999,127.739998,127.739998,8233100
2015-08-26,130.889999,132.880005,128.690002,132.610001,132.610001,7709300
2015-08-27,134.399994,136.309998,133.220001,136.229996,136.229996,5923000
2015-08-28,135.529999,136.000000,134.729996,135.740005,135.740005,3897800
2015-08-31,135.089996,135.500000,133.419998,134.039993,134.039993,5575500
2015-09-01,131.789993,132.270004,129.830002,130.410004,130.410004,5957900
2015-09-02,131.410004,132.220001,130.759995,132.220001,132.220001,4080300
2015-09-03,132.710007,133.619995,131.690002,132.149994,132.149994,3984400
2015-09-04,130.820007,131.080002,128.910004,129.639999,129.639999,5828600
2015-09-08,132.020004,133.070007,131.169998,132.899994,132.899994,5729300
2015-09-09,134.500000,134.660004,130.300003,130.589996,130.589996,4482600
2015-09-10,130.229996,131.789993,130.199997,130.660004,130.660004,4482400
2015-09-11,130.880005,131.550003,130.250000,131.369995,131.369995,4181800
2015-09-14,131.149994,131.690002,130.539993,130.899994,130.899994,4270000
2015-09-15,131.000000,132.649994,130.759995,132.259995,132.259995,3189600
2015-09-16,132.259995,132.850006,132.020004,132.580002,132.580002,3041500
2015-09-17,132.289993,133.600006,131.270004,131.470001,131.470001,4414500
2015-09-18,130.070007,130.960007,128.940002,129.100006,129.100006,14622800
2015-09-21,130.000000,131.309998,129.720001,130.979996,130.979996,4804900
2015-09-22,129.559998,129.690002,128.360001,129.300003,129.300003,4230800
2015-09-23,129.309998,129.490005,128.309998,129.160004,129.160004,2947800
2015-09-24,128.250000,129.220001,127.750000,128.830002,128.830002,3705600
2015-09-25,130.029999,130.580002,129.000000,129.639999,129.639999,3487200
2015-09-28,128.589996,129.259995,128.399994,128.619995,128.619995,4412400
2015-09-29,128.440002,128.960007,127.669998,128.809998,128.809998,4071500
2015-09-30,129.860001,130.399994,128.669998,130.399994,130.399994,4726900
2015-10-01,130.550003,131.399994,129.279999,129.880005,129.880005,3962200
2015-10-02,128.500000,129.940002,127.459999,129.830002,129.830002,5183800
2015-10-05,130.500000,132.440002,130.380005,132.380005,132.380005,3885400
2015-10-06,132.289993,132.410004,130.940002,131.190002,131.190002,4804800
2015-10-07,132.050003,133.320007,131.759995,132.679993,132.679993,3423400
2015-10-08,132.279999,134.000000,132.240005,133.750000,133.750000,2734300
2015-10-09,133.720001,134.380005,132.179993,133.029999,133.029999,3202100
2015-10-12,133.399994,134.050003,132.860001,133.399994,133.399994,1973600
2015-10-13,133.000000,133.270004,131.910004,132.190002,132.190002,2802400
2015-10-14,132.000000,132.449997,131.050003,131.179993,131.179993,3125100
2015-10-15,131.979996,133.830002,131.550003,133.800003,133.800003,3273300
2015-10-16,134.729996,135.000000,132.960007,133.809998,133.809998,3061800
2015-10-19,133.500000,133.889999,133.110001,133.619995,133.619995,2158800
2015-10-20,133.270004,134.399994,133.100006,134.160004,134.160004,2118000
2015-10-21,134.710007,135.410004,133.110001,133.220001,133.220001,2396800
2015-10-22,133.600006,137.699997,133.600006,137.289993,137.289993,4898300
2015-10-23,138.000000,138.000000,136.759995,137.779999,137.779999,3172900
2015-10-26,137.860001,137.940002,136.639999,137.000000,137.000000,2173300
2015-10-27,136.399994,136.669998,135.070007,135.630005,135.630005,2278300
2015-10-28,135.800003,138.410004,135.479996,138.160004,138.160004,3244800
2015-10-29,138.100006,138.500000,137.229996,137.889999,137.889999,2089100
2015-10-30,137.559998,137.869995,136.020004,136.020004,136.020004,4228200
2015-11-02,136.770004,138.619995,136.330002,138.399994,138.399994,3259300
2015-11-03,138.300003,138.479996,137.710007,137.940002,137.940002,2617800
2015-11-04,138.000000,138.080002,137.059998,137.429993,137.429993,2606300
2015-11-05,137.479996,138.029999,136.320007,136.570007,136.570007,2461500
2015-11-06,136.440002,137.190002,135.139999,136.330002,136.330002,3732200
2015-11-09,136.000000,136.190002,133.399994,134.000000,134.000000,4884600
