Date,Open,High,Low,Close,Adj Close,Volume
2015-08-24,68.570000,71.070000,65.019997,69.139999,59.314392,23696300
2015-08-25,72.180000,72.230003,68.300003,68.419998,58.696701,21476900
2015-08-26,69.900002,71.000000,68.949997,70.900002,60.824272,17464700
2015-08-27,71.400002,71.750000,70.019997,71.480003,61.321838,13434000
2015-08-28,71.169998,71.269997,70.589996,71.209999,61.090218,10020000
2015-08-31,71.000000,71.000000,70.300003,70.669998,60.626953,9520900
2015-09-01,69.370003,69.879997,68.519997,68.900002,59.108498,15437700
2015-09-02,69.650002,69.849998,69.220001,69.809998,59.889160,8903700
2015-09-03,70.180000,70.459999,69.699997,69.930000,59.992123,8468300
2015-09-04,69.279999,69.279999,68.500000,68.760002,58.988380,11497500
2015-09-08,70.309998,70.440002,69.559998,69.980003,60.035000,9182300
2015-09-09,70.440002,70.540001,68.370003,68.480003,58.748177,11070600
2015-09-10,68.120003,68.949997,67.750000,68.320000,58.610920,12591100
2015-09-11,68.059998,68.510002,67.730003,68.419998,58.696701,11291400
2015-09-14,68.230003,68.300003,67.330002,68.059998,58.387863,9712800
2015-09-15,68.019997,69.739998,67.900002,69.449997,59.580326,11043700
2015-09-16,70.120003,70.360001,69.699997,70.099998,60.137959,8704200
2015-09-17,70.000000,71.269997,69.860001,70.239998,60.258072,11029600
2015-09-18,69.440002,70.779999,69.370003,69.940002,60.000690,18210200
2015-09-21,70.150002,70.879997,70.010002,70.650002,60.609791,7742800
2015-09-22,70.059998,70.650002,69.980003,70.190002,60.215176,10207800
2015-09-23,70.180000,70.489998,69.959999,70.260002,60.275223,6294200
2015-09-24,69.820000,71.580002,69.739998,71.360001,61.218914,13423500
2015-09-25,72.389999,73.379997,71.949997,72.669998,62.342728,15080700
2015-09-28,72.309998,72.669998,71.750000,71.769997,61.570625,9207300
2015-09-29,71.769997,72.410004,71.349998,72.279999,62.008160,9033300
2015-09-30,72.860001,73.059998,71.550003,71.940002,61.716484,11041900
2015-10-01,71.760002,72.180000,71.400002,71.949997,61.725033,8547600
2015-10-02,71.360001,72.419998,71.290001,72.419998,62.128262,9085600
2015-10-05,72.970001,73.430000,72.500000,73.220001,62.814571,9187700
2015-10-06,73.339996,73.779999,72.589996,73.400002,62.968987,8851500
2015-10-07,73.720001,73.870003,73.320000,73.720001,63.243519,8013200
2015-10-08,73.680000,74.440002,73.489998,74.400002,63.826881,6856600
2015-10-09,74.589996,74.910004,74.320000,74.480003,63.895504,6880100
2015-10-12,74.690002,74.760002,73.910004,74.330002,63.766834,6255900
2015-10-13,74.239998,74.279999,73.660004,74.110001,63.578098,8390200
2015-10-14,74.209999,74.610001,73.900002,74.209999,63.663895,8479200
2015-10-15,74.639999,74.839996,74.029999,74.269997,63.715351,8607400
2015-10-16,74.720001,75.040001,74.339996,74.900002,64.255814,9578900
2015-10-19,74.650002,75.190002,74.529999,75.160004,64.478889,7292200
2015-10-20,74.870003,75.050003,74.160004,74.430000,63.852627,8531900
2015-10-21,73.750000,74.540001,73.500000,73.589996,63.699318,8302100
2015-10-22,73.860001,75.610001,73.610001,74.849998,64.789986,14080900
2015-10-23,76.760002,78.449997,76.309998,77.029999,66.676979,16451200
2015-10-26,77.000000,77.900002,77.000000,77.489998,67.075157,11464700
2015-10-27,77.120003,77.360001,76.809998,77.290001,66.902031,9423400
2015-10-28,77.389999,77.540001,75.690002,76.510002,66.226875,10178400
2015-10-29,76.750000,77.190002,76.239998,77.019997,66.668304,8230700
2015-10-30,76.980003,77.139999,76.379997,76.379997,66.114326,9547700
2015-11-02,76.570000,76.769997,76.050003,76.599998,66.304771,7152900
2015-11-03,76.300003,77.419998,75.959999,77.050003,66.694283,8013200
2015-11-04,77.029999,77.139999,76.510002,77.059998,66.702927,6375400
2015-11-05,77.089996,77.260002,75.959999,76.389999,66.122986,6860900
2015-11-06,75.879997,76.000000,74.690002,75.570000,65.413200,9483500
2015-11-09,75.190002,75.629997,74.930000,75.400002,65.266068,8607200
2015-11-10,75.379997,76.239998,75.230003,75.769997,65.586311,6551000
2015-11-11,76.019997,76.430000,75.919998,75.959999,65.750786,5295900
2015-11-12,75.669998,76.010002,74.660004,74.660004,64.625511,7678600
2015-11-13,74.639999,74.980003,73.949997,73.959999,64.019592,8468800
2015-11-16,74.250000,75.330002,74.010002,75.300003,65.179504,7410600
2015-11-17,75.330002,76.010002,74.870003,75.070000,64.980400,8761800
2015-11-18,74.980003,75.959999,74.809998,75.900002,65.698853,6447100
2015-11-19,76.139999,76.959999,76.019997,76.220001,65.975838,7899500
2015-11-20,76.550003,76.860001,75.680000,75.820000,65.629585,9533200
2015-11-23,75.820000,76.059998,75.400002,75.970001,65.759430,9421300
2015-11-24,75.620003,76.690002,75.610001,76.449997,66.174934,7086800
2015-11-25,76.529999,76.739998,75.879997,75.900002,65.698853,4266500
2015-11-27,75.889999,76.370003,75.500000,75.699997,65.525734,2390100
2015-11-30,75.580002,75.809998,74.839996,74.839996,64.781303,8935700
2015-12-01,74.870003,76.220001,74.870003,75.940002,65.733459,8391700
2015-12-02,75.730003,76.459999,75.650002,75.790001,65.603638,8104200
2015-12-03,75.830002,76.199997,75.169998,75.739998,65.560333,11177800
2015-12-04,75.980003,77.900002,75.919998,77.830002,67.369446,11961000
2015-12-07,77.540001,78.500000,77.540001,78.370003,67.836868,9460000
2015-12-08,77.680000,78.500000,77.349998,77.750000,67.300201,8312700
2015-12-09,77.599998,78.989998,77.440002,77.699997,67.256935,10081900
2015-12-10,77.910004,78.540001,77.570000,77.790001,67.334839,8984200
