Date,Open,High,Low,Close,Adj Close,Volume
2015-08-24,64.160004,69.360001,60.000000,68.360001,65.933266,20950600
2015-08-25,71.690002,71.800003,66.599998,66.970001,64.592613,14485000
2015-08-26,69.370003,70.989998,67.900002,70.690002,68.180527,12220000
2015-08-27,71.940002,72.489998,70.800003,72.400002,69.829819,9122200
2015-08-28,72.099998,72.669998,71.599998,72.459999,69.887711,6411400
2015-08-31,71.910004,72.080002,70.820000,71.300003,68.768906,8313300
2015-09-01,69.410004,70.389999,68.500000,68.959999,66.511963,11491500
2015-09-02,69.940002,69.949997,68.699997,69.620003,67.148529,9218000
2015-09-03,70.449997,71.080002,69.989998,70.400002,67.900826,9035200
2015-09-04,69.290001,69.910004,68.639999,69.160004,66.704857,9469400
2015-09-08,70.750000,71.010002,69.550003,70.529999,68.026230,7984900
2015-09-09,70.750000,71.379997,69.430000,69.599998,67.129219,9022200
2015-09-10,69.500000,70.650002,69.459999,70.230003,67.736862,7244200
2015-09-11,69.860001,70.809998,69.459999,70.760002,68.248047,6452100
2015-09-14,70.720001,70.800003,69.610001,70.010002,67.524681,7059300
2015-09-15,70.480003,70.750000,69.510002,70.510002,68.006927,6962600
2015-09-16,70.449997,71.110001,70.050003,70.989998,68.469894,8207600
2015-09-17,71.300003,72.320000,70.500000,70.959999,68.440956,7663300
2015-09-18,69.820000,70.809998,69.709999,69.790001,67.312492,14508100
2015-09-21,70.620003,71.320000,70.220001,70.779999,68.267349,12756500
2015-09-22,70.000000,70.389999,69.309998,70.250000,67.756149,11394000
2015-09-23,70.160004,71.150002,69.900002,70.949997,68.431313,10655800
2015-09-24,70.349998,70.629997,69.639999,70.239998,67.746506,8406700
2015-09-25,71.190002,71.459999,70.209999,70.690002,68.180527,7756600
2015-09-28,70.190002,70.279999,67.029999,67.199997,64.814438,15261200
2015-09-29,67.519997,68.699997,67.199997,68.529999,66.097229,11326700
2015-09-30,69.320000,69.660004,68.260002,69.660004,67.187111,9309200
2015-10-01,70.089996,70.769997,68.980003,69.989998,67.505394,8679900
2015-10-02,68.800003,70.730003,68.360001,70.669998,68.161247,7460400
2015-10-05,71.059998,72.339996,70.919998,72.230003,69.665886,7286800
2015-10-06,72.220001,72.540001,71.830002,72.080002,69.521202,5782500
2015-10-07,72.680000,73.230003,72.449997,73.220001,70.620743,6208900
2015-10-08,73.000000,73.930000,72.830002,73.900002,71.276588,5713100
2015-10-09,74.040001,74.089996,73.400002,73.980003,71.353760,5947800
2015-10-12,73.739998,75.430000,73.669998,74.989998,72.327896,5586300
2015-10-13,74.459999,75.250000,74.150002,75.000000,72.337540,7439400
2015-10-14,74.839996,75.260002,73.720001,74.199997,71.565941,7568300
2015-10-15,74.959999,75.410004,74.580002,75.339996,72.665489,6856200
2015-10-16,75.330002,76.540001,74.790001,76.000000,73.302048,9117400
2015-10-19,75.930000,77.330002,75.930000,76.989998,74.256905,9952600
2015-10-20,76.639999,76.889999,75.930000,76.279999,73.572090,8148800
2015-10-21,76.940002,76.940002,75.309998,75.459999,72.781212,7277900
2015-10-22,75.889999,76.849998,75.639999,76.419998,73.707123,9093400
